imp,feat,tcr
6.919664392684488e-05,epi_2$one_hot$is_N,OT1
5.190299306426426e-05,epi_2$one_hot$is_P,OT1
8.421411308998196e-05,epi_2$one_hot$is_Q,OT1
0.00014599295967008584,epi_2$one_hot$is_R,OT1
2.8806449342706783e-05,epi_2$one_hot$is_S,OT1
4.149926848294394e-05,epi_2$one_hot$is_T,OT1
3.12165840696231e-05,epi_2$one_hot$is_V,OT1
3.824244443066537e-05,epi_2$one_hot$is_W,OT1
9.134310233788823e-05,epi_2$one_hot$is_Y,OT1
0.0027180099144489393,epi_3$factors2$factor0,OT1
0.0008733903265918066,epi_3$factors2$factor1,OT1
0.00145091946527383,epi_3$factors2$factor2,OT1
0.0010493280573203045,epi_3$factors2$factor3,OT1
0.000645603193544701,epi_3$factors2$factor4,OT1
0.0009747257418340247,epi_3$factors$factor0,OT1
0.0006788481439844373,epi_3$factors$factor1,OT1
0.0009650129174855475,epi_3$factors$factor2,OT1
0.0021267373935590786,epi_3$factors$factor3,OT1
0.0007341505121751359,epi_3$factors$factor4,OT1
0.0006577648274067519,epi_3$blosum$blosum_A,OT1
0.0009891961877166026,epi_3$blosum$blosum_R,OT1
0.002623764264087459,epi_3$blosum$blosum_N,OT1
0.0019623054750325182,epi_3$blosum$blosum_D,OT1
0.0003441388537816596,epi_3$blosum$blosum_C,OT1
0.00041501368970701204,epi_3$blosum$blosum_Q,OT1
0.0007485093634771384,epi_3$blosum$blosum_E,OT1
0.0011349573605362992,epi_3$blosum$blosum_G,OT1
0.0011327027186524416,epi_3$blosum$blosum_H,OT1
0.00048394274158458325,epi_3$blosum$blosum_I,OT1
0.0010995411452920346,epi_3$blosum$blosum_L,OT1
0.001169779786273253,epi_3$blosum$blosum_K,OT1
0.0011217993336963682,epi_3$blosum$blosum_M,OT1
0.0005052456652795043,epi_3$blosum$blosum_F,OT1
0.0003033282357258736,epi_3$blosum$blosum_P,OT1
0.0008842510187188428,epi_3$blosum$blosum_S,OT1
0.00038731252205847713,epi_3$blosum$blosum_T,OT1
0.0023618834730943844,epi_3$blosum$blosum_W,OT1
0.0003328671101628918,epi_3$blosum$blosum_Y,OT1
0.0016940243286699616,epi_3$chem$hydropathy,OT1
0.0009175888224786413,epi_3$chem$mass,OT1
0.0006996493799132919,epi_3$chem$abundance,OT1
5.283444420923362e-05,epi_3$chem$class_Acid,OT1
0.00016099729227273565,epi_3$chem$class_Aliphatic,OT1
0.0014036484097814505,epi_3$chem$class_Amide,OT1
7.639494705628622e-05,epi_3$chem$class_Aromatic,OT1
0.0001329161706384645,epi_3$chem$class_Basic,OT1
2.3559884893990144e-05,epi_3$chem$class_Basic aromatic,OT1
2.6043774915701256e-05,epi_3$chem$class_Cyclic,OT1
3.468836396251118e-05,epi_3$chem$class_Hydroxylic,OT1
3.621699122758007e-05,epi_3$chem$class_Sulfuric,OT1
0.00012109554850464152,epi_3$chem$polarity_Acidic polar,OT1
0.00010552869602628513,epi_3$chem$polarity_Basic polar,OT1
0.00016710286330015784,epi_3$chem$polarity_Nonpolar,OT1
0.0004942804411732886,epi_3$chem$polarity_Polar,OT1
7.019373235797514e-05,epi_3$chem$charge_Negative,OT1
0.0001743537437921308,epi_3$chem$charge_Neutral,OT1
8.438004901929814e-05,epi_3$chem$charge_Positive,OT1
3.0000373648794326e-05,"epi_3$chem$charge_Positive, 10% Neutral, 90%",OT1
2.615176764526561e-05,epi_3$one_hot$is_A,OT1
5.9729977554122414e-06,epi_3$one_hot$is_C,OT1
0.00010489690675879388,epi_3$one_hot$is_D,OT1
6.461166221162562e-05,epi_3$one_hot$is_E,OT1
2.5375430718063677e-05,epi_3$one_hot$is_F,OT1
4.3883115370804056e-05,epi_3$one_hot$is_G,OT1
2.110346313335539e-05,epi_3$one_hot$is_H,OT1
0.00010422669853050392,epi_3$one_hot$is_I,OT1
6.157271453462737e-05,epi_3$one_hot$is_K,OT1
0.00029080493515927356,epi_3$one_hot$is_L,OT1
1.4371381423628908e-05,epi_3$one_hot$is_M,OT1
0.0015257016247214802,epi_3$one_hot$is_N,OT1
3.0274417428205186e-05,epi_3$one_hot$is_P,OT1
4.200813443909517e-05,epi_3$one_hot$is_Q,OT1
7.432387539369727e-05,epi_3$one_hot$is_R,OT1
2.9270154471540854e-05,epi_3$one_hot$is_S,OT1
1.416229159574721e-05,epi_3$one_hot$is_T,OT1
3.5518516299239636e-05,epi_3$one_hot$is_V,OT1
1.9959359874665312e-05,epi_3$one_hot$is_W,OT1
1.9226711176340886e-05,epi_3$one_hot$is_Y,OT1
0.00017701123963040902,epi_4$factors2$factor0,OT1
0.00013722001239258906,epi_4$factors2$factor1,OT1
0.0001994540776617326,epi_4$factors2$factor2,OT1
9.904243035441507e-05,epi_4$factors2$factor3,OT1
0.00023946254062304952,epi_4$factors2$factor4,OT1
0.00010932974704643368,epi_4$factors$factor0,OT1
0.00015312949149555674,epi_4$factors$factor1,OT1
0.00010425311334756998,epi_4$factors$factor2,OT1
0.00016499253412593303,epi_4$factors$factor3,OT1
0.0001327239976483939,epi_4$factors$factor4,OT1
0.00010067104473683239,epi_4$blosum$blosum_A,OT1
4.606892720380289e-05,epi_4$blosum$blosum_R,OT1
5.569368897027243e-05,epi_4$blosum$blosum_N,OT1
7.407577057137267e-05,epi_4$blosum$blosum_D,OT1
0.00019395773434961492,epi_4$blosum$blosum_C,OT1
0.00011589447736407845,epi_4$blosum$blosum_Q,OT1
9.943979754519999e-05,epi_4$blosum$blosum_E,OT1
7.838353631546843e-05,epi_4$blosum$blosum_G,OT1
0.00022138069661785376,epi_4$blosum$blosum_H,OT1
0.000271432410043155,epi_4$blosum$blosum_I,OT1
0.0002217516539375145,epi_4$blosum$blosum_L,OT1
7.722473949115602e-05,epi_4$blosum$blosum_K,OT1
0.00017852834489226864,epi_4$blosum$blosum_M,OT1
0.0002207839784796274,epi_4$blosum$blosum_F,OT1
0.00015971020558808996,epi_4$blosum$blosum_P,OT1
6.95922251713449e-05,epi_4$blosum$blosum_S,OT1
0.00010239889278495381,epi_4$blosum$blosum_T,OT1
0.00015040136818581564,epi_4$blosum$blosum_W,OT1
0.00026768527971683166,epi_4$blosum$blosum_Y,OT1
0.000227294255675174,epi_4$chem$hydropathy,OT1
0.00019151862987153409,epi_4$chem$mass,OT1
0.00010766666244336199,epi_4$chem$abundance,OT1
1.723423987145378e-05,epi_4$chem$class_Acid,OT1
0.00018668962755926587,epi_4$chem$class_Aliphatic,OT1
4.007683933781339e-06,epi_4$chem$class_Amide,OT1
3.8576007109335884e-05,epi_4$chem$class_Aromatic,OT1
5.5776537085802635e-06,epi_4$chem$class_Basic,OT1
5.101302015742731e-07,epi_4$chem$class_Basic aromatic,OT1
6.060113874821223e-05,epi_4$chem$class_Cyclic,OT1
2.33355422527638e-05,epi_4$chem$class_Hydroxylic,OT1
2.2836522897438025e-05,epi_4$chem$class_Sulfuric,OT1
9.425419262796866e-06,epi_4$chem$polarity_Acidic polar,OT1
8.814301037522568e-06,epi_4$chem$polarity_Basic polar,OT1
4.2143461725167085e-05,epi_4$chem$polarity_Nonpolar,OT1
1.1663401759875483e-05,epi_4$chem$polarity_Polar,OT1
1.0842145834074596e-05,epi_4$chem$charge_Negative,OT1
1.9003831728403236e-05,epi_4$chem$charge_Neutral,OT1
9.811407896827042e-07,epi_4$chem$charge_Positive,OT1
1.046708516188189e-06,"epi_4$chem$charge_Positive, 10% Neutral, 90%",OT1
1.6594639650039835e-05,epi_4$one_hot$is_A,OT1
1.1173886003334682e-05,epi_4$one_hot$is_C,OT1
9.028015357129281e-07,epi_4$one_hot$is_D,OT1
2.1312255591219385e-05,epi_4$one_hot$is_E,OT1
3.961518064626728e-05,epi_4$one_hot$is_F,OT1
2.5837886759232003e-05,epi_4$one_hot$is_G,OT1
1.2710376906664103e-06,epi_4$one_hot$is_H,OT1
5.8310260217226255e-05,epi_4$one_hot$is_I,OT1
1.836635242694626e-06,epi_4$one_hot$is_K,OT1
1.0844789777311675e-05,epi_4$one_hot$is_L,OT1
2.3131904605361205e-05,epi_4$one_hot$is_M,OT1
2.2281580142168354e-06,epi_4$one_hot$is_N,OT1
6.546446369598715e-05,epi_4$one_hot$is_P,OT1
